epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.76649,1.21291,1.48883,1.30451,0.34845,0.501,0.35358,0.20462,1.5398,1.77733,1.42604,0.00018577,0.00018577,0.00018577
2,10.0392,1.12606,1.20852,1.24657,0.35726,0.49006,0.33701,0.20394,1.49025,1.83611,1.39546,0.000379954,0.000379954,0.000379954
3,15.2195,1.13573,1.2241,1.26047,0.36228,0.49571,0.37661,0.21692,1.53843,1.76471,1.44166,0.000568043,0.000568043,0.000568043
4,20.5653,1.1263,1.23792,1.26158,0.38251,0.49697,0.37291,0.22651,1.53136,1.77964,1.44082,0.000750038,0.000750038,0.000750038
5,25.8573,1.06066,1.14117,1.22212,0.38385,0.48848,0.40692,0.24447,1.53595,1.73059,1.44233,0.000925939,0.000925939,0.000925939
6,31.1523,1.06302,1.14673,1.22671,0.36213,0.52301,0.41222,0.23989,1.52945,1.5601,1.44088,0.00109575,0.00109575,0.00109575
7,36.3063,1.07637,1.13771,1.21309,0.44134,0.47708,0.44172,0.25704,1.50501,1.54652,1.44235,0.00125946,0.00125946,0.00125946
8,41.5579,1.07767,1.11344,1.22206,0.42593,0.4643,0.41775,0.2481,1.53949,1.59153,1.47409,0.00127665,0.00127665,0.00127665
9,46.6844,1.06284,1.09118,1.20451,0.51843,0.51315,0.47709,0.28444,1.51333,1.52861,1.45646,0.00125488,0.00125488,0.00125488
10,51.9741,1.06458,1.04382,1.21189,0.43178,0.53421,0.45043,0.27815,1.41009,1.56493,1.40512,0.00123312,0.00123312,0.00123312
11,57.0946,1.08743,1.09935,1.23361,0.40674,0.55942,0.42788,0.25089,1.49958,1.71988,1.42287,0.00121135,0.00121135,0.00121135
12,62.2602,1.09592,1.06939,1.219,0.4266,0.48595,0.41242,0.25778,1.39585,1.55525,1.37958,0.00118959,0.00118959,0.00118959
13,67.412,1.0462,0.99928,1.20566,0.47371,0.51718,0.45754,0.28631,1.43256,1.43206,1.39417,0.00116782,0.00116782,0.00116782
14,72.5423,1.00947,0.98081,1.20192,0.45792,0.56759,0.47605,0.2982,1.42516,1.39221,1.39869,0.00114606,0.00114606,0.00114606
15,77.8066,0.99431,0.97202,1.16996,0.43328,0.45103,0.42831,0.26836,1.39614,1.59704,1.40814,0.00112429,0.00112429,0.00112429
16,82.966,1.04999,1.02064,1.20789,0.42784,0.54621,0.47657,0.2925,1.43448,1.57476,1.40007,0.00110253,0.00110253,0.00110253
17,88.0944,1.01818,1.01636,1.18899,0.40811,0.58467,0.46524,0.28394,1.4345,1.53976,1.39573,0.00108076,0.00108076,0.00108076
18,93.2462,0.95999,0.93179,1.15824,0.42445,0.54312,0.45485,0.27612,1.3901,1.54484,1.36192,0.001059,0.001059,0.001059
19,98.4052,0.98106,0.95072,1.17642,0.43477,0.52208,0.45025,0.27951,1.40314,1.62507,1.37644,0.00103723,0.00103723,0.00103723
20,103.538,0.96225,0.89675,1.15182,0.47035,0.5287,0.47918,0.3053,1.40977,1.40931,1.38626,0.00101547,0.00101547,0.00101547
21,108.819,1.00076,0.9785,1.17263,0.40553,0.59211,0.46023,0.28163,1.46833,1.42374,1.40341,0.000993705,0.000993705,0.000993705
22,113.98,0.96103,0.92443,1.15319,0.3931,0.59112,0.4692,0.28566,1.41601,1.44075,1.36732,0.00097194,0.00097194,0.00097194
23,119.129,1.03921,1.00833,1.19446,0.41473,0.52683,0.46004,0.28352,1.40224,1.47911,1.37208,0.000950175,0.000950175,0.000950175
24,124.267,1.01354,0.96507,1.18034,0.45576,0.54696,0.47449,0.30285,1.34955,1.47644,1.35101,0.00092841,0.00092841,0.00092841
25,129.422,0.97961,0.91344,1.17488,0.48429,0.56335,0.51318,0.32592,1.35326,1.3869,1.33458,0.000906646,0.000906646,0.000906646
26,134.712,0.98081,0.94576,1.17254,0.45144,0.5425,0.50137,0.31411,1.34336,1.48531,1.32399,0.000884881,0.000884881,0.000884881
27,139.869,0.98552,0.93387,1.16383,0.49569,0.5041,0.4969,0.31591,1.34468,1.36074,1.35502,0.000863116,0.000863116,0.000863116
28,145.097,0.9794,0.92148,1.15232,0.4716,0.55008,0.49215,0.31353,1.33626,1.31209,1.35689,0.000841351,0.000841351,0.000841351
29,150.251,0.9664,0.8803,1.15599,0.45806,0.55788,0.48597,0.30432,1.36247,1.38971,1.35144,0.000819586,0.000819586,0.000819586
30,155.409,0.95651,0.87107,1.1486,0.47321,0.55291,0.50166,0.31641,1.34377,1.33306,1.34141,0.000797822,0.000797822,0.000797822
