epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
61,26.5509,2.13625,2.23766,2.16902,0.57316,0.47065,0.51648,0.31342,2.51258,2.77466,2.52015,0.00100459,0.00100459,0.00100459
62,26.9533,2.20965,2.35805,2.15358,0.69068,0.41929,0.52425,0.33558,2.40142,2.58439,2.49163,0.000997513,0.000997513,0.000997513
63,27.3821,2.14263,2.19231,2.13612,0.51953,0.49355,0.54227,0.34212,2.63557,2.58461,2.57095,0.00099044,0.00099044,0.00099044
64,27.9959,2.21466,2.27324,2.15337,0.52284,0.58688,0.54612,0.3506,2.51686,2.5134,2.46981,0.000983366,0.000983366,0.000983366
65,28.4231,2.22501,2.13614,2.13733,0.55689,0.53701,0.55212,0.34963,2.46414,2.55115,2.39711,0.000976293,0.000976293,0.000976293
66,28.8224,2.22879,2.19899,2.12537,0.66388,0.45483,0.57293,0.34664,2.48921,2.51297,2.44073,0.000969219,0.000969219,0.000969219
67,29.2229,2.16113,2.03858,2.12229,0.66463,0.50446,0.57005,0.35439,2.44489,2.4295,2.41772,0.000962146,0.000962146,0.000962146
68,29.6323,2.09932,2.14922,2.14018,0.55406,0.53754,0.57796,0.35854,2.40127,2.52175,2.39631,0.000955072,0.000955072,0.000955072
69,30.0498,2.14697,2.0077,2.10981,0.54862,0.51256,0.59848,0.36723,2.49349,2.72393,2.43279,0.000947999,0.000947999,0.000947999
70,30.4573,2.09634,2.12061,2.17807,0.54181,0.47367,0.55133,0.33623,2.52905,2.94703,2.39904,0.000940925,0.000940925,0.000940925
71,30.9475,2.00611,2.06922,2.09615,0.5768,0.4479,0.52419,0.31885,2.67427,2.83684,2.48605,0.000933851,0.000933851,0.000933851
72,31.3592,1.98807,1.99319,2.06951,0.63189,0.51214,0.56803,0.3505,2.47802,2.62035,2.4915,0.000926778,0.000926778,0.000926778
73,31.7707,2.0909,2.03333,2.09358,0.78294,0.52872,0.59638,0.37518,2.41857,2.40122,2.46016,0.000919704,0.000919704,0.000919704
74,32.1882,2.01668,1.95414,2.07202,0.69407,0.54117,0.59711,0.38209,2.34872,2.32622,2.43385,0.000912631,0.000912631,0.000912631
75,32.6337,2.11018,1.93622,2.10131,0.62688,0.5341,0.57545,0.36516,2.3775,2.38234,2.47645,0.000905557,0.000905557,0.000905557
