epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,14.5978,2.96662,4.88144,2.71291,0.6458,0.27606,0.3856,0.19617,3.40355,4.29329,2.83815,0.00074308,0.00074308,0.00074308
18,15.4778,2.96102,4.72963,2.73776,0.6936,0.38737,0.47374,0.2424,3.36944,3.60335,2.81664,0.00070021,0.00070021,0.00070021
19,16.2718,2.81583,4.51484,2.64036,0.61153,0.39144,0.45849,0.22926,3.50286,3.54583,2.86157,0.00065734,0.00065734,0.00065734
20,17.0508,2.78825,4.38764,2.62277,0.4173,0.39257,0.38848,0.21744,3.0704,3.5415,2.66193,0.00061447,0.00061447,0.00061447
21,18.4035,2.48507,4.92189,2.40224,0.4199,0.40436,0.38115,0.20507,3.29692,3.867,2.81699,0.0005716,0.0005716,0.0005716
22,19.167,2.51792,4.82051,2.42254,0.46784,0.38327,0.41897,0.24512,2.95179,3.67465,2.59251,0.00052873,0.00052873,0.00052873
23,19.9203,2.48008,4.64948,2.39861,0.52103,0.40536,0.43348,0.26179,2.85386,3.46392,2.52458,0.00048586,0.00048586,0.00048586
24,20.8103,2.35001,4.54616,2.33949,0.53835,0.35447,0.40762,0.25503,2.73409,3.55719,2.44534,0.00044299,0.00044299,0.00044299
25,21.563,2.31884,4.32419,2.27063,0.53363,0.38989,0.44733,0.27268,2.73398,3.45206,2.45227,0.00040012,0.00040012,0.00040012
26,22.3243,2.35046,4.3758,2.33367,0.54112,0.45917,0.4897,0.29951,2.73476,3.22185,2.47727,0.00035725,0.00035725,0.00035725
27,23.0999,2.2699,4.29776,2.34294,0.57693,0.43041,0.49183,0.29805,2.7036,3.19286,2.44691,0.00031438,0.00031438,0.00031438
28,23.863,2.27927,4.22242,2.27138,0.49897,0.41895,0.46273,0.28376,2.66189,3.2366,2.42425,0.00027151,0.00027151,0.00027151
29,24.629,2.26658,4.22601,2.33114,0.50052,0.41545,0.42248,0.25415,2.81269,3.36776,2.46795,0.00022864,0.00022864,0.00022864
30,25.4831,2.30811,4.21736,2.30865,0.46379,0.40384,0.4087,0.2452,2.85881,3.38231,2.47078,0.00018577,0.00018577,0.00018577
