epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,110.233,0.93925,0.75144,1.14762,0.58412,0.69566,0.62199,0.38347,1.32664,1.19241,1.34925,0.00113474,0.00113474,0.00113474
28,114.268,0.89787,0.75185,1.13128,0.58509,0.66876,0.59754,0.37444,1.26876,1.23315,1.33132,0.00112342,0.00112342,0.00112342
29,118.331,0.95863,0.81669,1.15163,0.59927,0.67126,0.63441,0.40564,1.25641,1.16564,1.32515,0.0011121,0.0011121,0.0011121
30,122.552,0.94876,0.80292,1.14492,0.59336,0.68517,0.65411,0.40733,1.27905,1.11482,1.32441,0.00110079,0.00110079,0.00110079
31,126.725,0.94334,0.79745,1.14608,0.59118,0.66101,0.65737,0.40071,1.27224,1.01776,1.32223,0.00108947,0.00108947,0.00108947
32,130.781,0.93309,0.78565,1.15097,0.65021,0.68351,0.65443,0.41715,1.24358,1.05892,1.31935,0.00107815,0.00107815,0.00107815
33,135.008,0.88558,0.72976,1.11955,0.63029,0.6313,0.58899,0.37082,1.31685,1.21681,1.36129,0.00106683,0.00106683,0.00106683
34,139.067,0.86176,0.70697,1.09774,0.58861,0.58874,0.59293,0.367,1.32937,1.39293,1.36425,0.00105552,0.00105552,0.00105552
35,143.119,0.90642,0.76769,1.15039,0.55329,0.65428,0.58661,0.36372,1.30703,1.38402,1.34128,0.0010442,0.0010442,0.0010442
36,147.152,0.93813,0.85393,1.15962,0.6323,0.6426,0.66372,0.41656,1.26823,1.18853,1.34181,0.00103288,0.00103288,0.00103288
37,151.311,0.89766,0.76113,1.13344,0.61146,0.66053,0.65826,0.42201,1.28556,1.08193,1.34571,0.00102156,0.00102156,0.00102156
38,155.497,0.88502,0.71707,1.10655,0.63771,0.6132,0.65145,0.41969,1.25883,1.16169,1.3202,0.00101025,0.00101025,0.00101025
39,159.544,0.87665,0.71259,1.10257,0.6085,0.62295,0.64035,0.40682,1.22751,1.21505,1.29143,0.000998928,0.000998928,0.000998928
40,163.572,0.86527,0.69033,1.107,0.55113,0.67089,0.6363,0.4077,1.25727,1.13833,1.3297,0.00098761,0.00098761,0.00098761
41,167.685,0.86584,0.69317,1.08856,0.5972,0.68793,0.64692,0.41079,1.2377,1.08703,1.31079,0.000976293,0.000976293,0.000976293
42,171.759,0.92541,0.75785,1.15407,0.61111,0.69405,0.65743,0.42398,1.25607,1.1062,1.31352,0.000964975,0.000964975,0.000964975
43,175.943,0.89569,0.70565,1.12413,0.60209,0.66994,0.65445,0.41585,1.23959,1.10712,1.32711,0.000953657,0.000953657,0.000953657
44,179.82,0.84814,0.68312,1.08603,0.62331,0.6149,0.6459,0.4069,1.25163,1.07238,1.32884,0.00094234,0.00094234,0.00094234
45,183.904,0.91965,0.74066,1.12902,0.57295,0.61758,0.63554,0.39446,1.25657,1.13015,1.33518,0.000931022,0.000931022,0.000931022
46,188.007,0.82614,0.64448,1.07844,0.61851,0.65124,0.64153,0.39595,1.26589,1.16452,1.34377,0.000919704,0.000919704,0.000919704
47,191.923,0.88032,0.75852,1.10546,0.66608,0.58691,0.65767,0.39957,1.26114,1.18425,1.34183,0.000908387,0.000908387,0.000908387
48,195.846,0.89309,0.73072,1.1158,0.64259,0.65209,0.65423,0.41283,1.25966,1.0483,1.33301,0.000897069,0.000897069,0.000897069
49,199.823,0.85947,0.6641,1.09832,0.66561,0.64989,0.66132,0.41548,1.28085,1.01192,1.34881,0.000885751,0.000885751,0.000885751
50,203.759,0.92126,0.71663,1.12475,0.61893,0.69724,0.67257,0.40937,1.3237,1.06238,1.35564,0.000874434,0.000874434,0.000874434
51,207.7,0.90301,0.6744,1.11073,0.56743,0.64759,0.61515,0.38071,1.28578,1.2487,1.32591,0.000863116,0.000863116,0.000863116
52,211.636,0.88526,0.7054,1.12489,0.66047,0.59636,0.63188,0.39532,1.27044,1.27053,1.31101,0.000851798,0.000851798,0.000851798
53,215.56,0.86055,0.65746,1.08989,0.60602,0.65955,0.6644,0.40245,1.24522,1.16259,1.29668,0.000840481,0.000840481,0.000840481
54,219.496,0.87336,0.67686,1.10309,0.64747,0.6609,0.66371,0.41621,1.24919,1.09046,1.29667,0.000829163,0.000829163,0.000829163
55,223.426,0.83635,0.66813,1.08826,0.6305,0.65053,0.65806,0.41778,1.27829,1.06349,1.30965,0.000817845,0.000817845,0.000817845
56,227.357,0.84566,0.66032,1.08894,0.58998,0.66366,0.64691,0.40972,1.26465,1.05951,1.30956,0.000806528,0.000806528,0.000806528
57,231.295,0.89792,0.75596,1.12038,0.64126,0.60594,0.62413,0.39387,1.22521,1.11155,1.28513,0.00079521,0.00079521,0.00079521
58,235.259,0.88728,0.7019,1.12424,0.67361,0.6281,0.63706,0.38418,1.23424,1.1017,1.30063,0.000783892,0.000783892,0.000783892
59,239.231,0.85638,0.65831,1.10103,0.66621,0.69459,0.70103,0.43519,1.23705,1.0124,1.30181,0.000772575,0.000772575,0.000772575
60,243.322,0.82933,0.64946,1.0835,0.64519,0.64926,0.6883,0.4345,1.24683,1.09182,1.30238,0.000761257,0.000761257,0.000761257
61,247.25,0.86375,0.67139,1.0972,0.66641,0.65074,0.68925,0.4339,1.26992,1.08093,1.30847,0.000749939,0.000749939,0.000749939
62,251.187,0.89395,0.7199,1.12229,0.67544,0.63658,0.68575,0.42518,1.27791,1.10468,1.31345,0.000738622,0.000738622,0.000738622
63,255.158,0.8832,0.68532,1.1175,0.63486,0.63211,0.67931,0.40725,1.25953,1.15614,1.32125,0.000727304,0.000727304,0.000727304
64,259.094,0.86473,0.65298,1.11057,0.65402,0.59267,0.65286,0.38812,1.28359,1.21166,1.33466,0.000715986,0.000715986,0.000715986
65,263.026,0.8756,0.7047,1.1275,0.67504,0.66139,0.65855,0.41503,1.24146,1.11043,1.30943,0.000704668,0.000704668,0.000704668
66,266.988,0.87011,0.68867,1.10835,0.65936,0.63294,0.66338,0.40971,1.2649,1.08832,1.31177,0.000693351,0.000693351,0.000693351
67,270.951,0.84538,0.65972,1.0877,0.65077,0.6233,0.64997,0.41125,1.2613,1.264,1.30565,0.000682033,0.000682033,0.000682033
68,274.874,0.83836,0.64063,1.0812,0.66559,0.63352,0.6539,0.41334,1.29838,1.1967,1.32479,0.000670715,0.000670715,0.000670715
69,278.869,0.83935,0.66057,1.09204,0.68309,0.62667,0.65624,0.40826,1.29592,1.07563,1.3396,0.000659398,0.000659398,0.000659398
70,282.798,0.84478,0.67712,1.09755,0.57328,0.69865,0.6314,0.38404,1.26158,1.12908,1.32158,0.00064808,0.00064808,0.00064808
71,286.707,0.82501,0.6613,1.08412,0.58937,0.65303,0.61416,0.37729,1.26234,1.17929,1.31422,0.000636762,0.000636762,0.000636762
72,290.628,0.83595,0.61852,1.07996,0.63331,0.62452,0.62743,0.39104,1.26022,1.16706,1.32372,0.000625445,0.000625445,0.000625445
73,294.553,0.82092,0.61472,1.06496,0.63072,0.62139,0.63414,0.4033,1.27708,1.12953,1.32843,0.000614127,0.000614127,0.000614127
74,298.488,0.83814,0.63136,1.0862,0.65866,0.62697,0.63689,0.40925,1.24458,1.07315,1.31522,0.000602809,0.000602809,0.000602809
75,302.404,0.85436,0.64783,1.09607,0.63596,0.65882,0.63869,0.41463,1.23854,1.09822,1.31172,0.000591492,0.000591492,0.000591492
76,306.332,0.80174,0.6242,1.07768,0.615,0.64448,0.63798,0.40957,1.25055,1.12309,1.31733,0.000580174,0.000580174,0.000580174
77,310.287,0.8088,0.61423,1.06613,0.60494,0.63671,0.631,0.39553,1.26946,1.10191,1.31846,0.000568856,0.000568856,0.000568856
78,314.209,0.8397,0.63297,1.08261,0.60621,0.62219,0.63533,0.39804,1.27579,1.0277,1.32779,0.000557539,0.000557539,0.000557539
79,318.158,0.83307,0.62002,1.0756,0.61563,0.6476,0.65319,0.40646,1.29845,0.99878,1.33463,0.000546221,0.000546221,0.000546221
