epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
6,15.6482,0.8237,0.51124,0.97649,0.77784,0.80183,0.83652,0.59567,1.02288,0.7239,1.04829,0.000573165,0.000573165,0.000573165
7,18.087,0.82909,0.50693,0.98944,0.77193,0.80276,0.83442,0.59309,1.02976,0.72849,1.04834,0.00060394,0.00060394,0.00060394
8,20.4722,0.80599,0.50315,0.98552,0.77198,0.81698,0.83736,0.601,1.04247,0.71486,1.05125,0.000597718,0.000597718,0.000597718
9,22.853,0.82081,0.50645,0.99025,0.81495,0.78373,0.83419,0.59424,1.04503,0.69727,1.05042,0.000524392,0.000524392,0.000524392
10,25.2275,0.81378,0.49361,0.96866,0.79732,0.81354,0.83055,0.59479,1.03402,0.6903,1.04829,0.000451066,0.000451066,0.000451066
11,27.6159,0.81102,0.48855,0.97865,0.79928,0.81909,0.83744,0.60078,1.03612,0.682,1.05009,0.00037774,0.00037774,0.00037774
12,29.9809,0.80369,0.5025,0.97369,0.81112,0.80466,0.84163,0.61112,1.02817,0.68444,1.05211,0.000304414,0.000304414,0.000304414
13,32.6377,0.79121,0.48732,0.97486,0.82215,0.77142,0.83876,0.6064,1.03776,0.69338,1.05423,0.000231088,0.000231088,0.000231088
14,35.0061,0.78913,0.47999,0.97741,0.77156,0.82128,0.83419,0.60237,1.03805,0.69558,1.05377,0.000157762,0.000157762,0.000157762
15,37.3453,0.79785,0.47192,0.96691,0.76796,0.83346,0.83218,0.60403,1.03645,0.69537,1.05386,8.4436e-05,8.4436e-05,8.4436e-05
